_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
1564,4144,Tauranga Adventist School,07-5792505,07-5792522,office@taurangasda.school.nz,Jo Seluone,http://www.taurangasda.school.nz,19 Moffat Road ,Bethlehem,Tauranga,PO Box 16052,Bethlehem,Tauranga,3147,Major urban area,Full Primary,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Whenua,Tauranga City,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",Tauranga,Waiariki,193500,Bethlehem Central,Bethlehem General Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.712633,176.113183,No,426,2025-04-01T00:00:00,107,88,12,3,9,13,0,0,0.22,All students taught in English,No,No,Open,1974-02-01T00:00:00
1565,4150,Wellington S D A School,04-2376282,04-2374250,principal@wellingtonsda.school.nz,Uaina Leuluai,http://www.wellingtonsda.school.nz,58 Raiha Street ,"",Porirua,PO Box 51148,Tawa,Wellington,5249,Large urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,239900,Porirua Central,Onepoto General Ward,99164,Lower North Island Christian Community of Learning,-41.148460,174.831728,No,458,2025-04-01T00:00:00,101,9,8,74,19,6,0,0,0.07,All students taught in English,No,No,Open,1984-01-29T00:00:00
1566,4209,TKKM o Manawatu,06-3542900,06-3530723,admin@tkkmom.ac.nz,Roberta Kaiwai-Paterangi,http://www.tkkmom.ac.nz,88 Rhodes Drive ,Kelvin Grove,Palmerston North,88 Rhodes Drive,Kelvin Grove,Palmerston North,4414,Large urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,230300,Kelvin Grove West,Te Hirawanui General Ward,"","",-40.328271,175.645745,No,508,2025-04-01T00:00:00,115,4,114,2,0,0,0,0,0.17,All students taught in te reo Māori,No,No,Open,1990-02-26T00:00:00
1567,4226,TKKM o Tamaki Nui A Rua,06-3745858,06-3745127,"",Nick Vella (Acting),http://www.tamakinuiarua.school.nz,36 Makirikiri Road ,"",Dannevirke,36 Makirikiri Road,"",Dannevirke,4930,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Runga,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233300,Dannevirke East,North Tararua General Ward,"","",-40.221345,176.088804,No,535,2025-04-01T00:00:00,82,14,81,1,0,0,0,0,0.84,All students taught in te reo Māori,No,No,Open,1992-05-25T00:00:00
1568,4227,TKKM o Kaikohe,09-4012726,09-4012736,tari@kurakaikohe.school.nz,Marea Timoko,http://www.kurakaikohe.school.nz,20 Hongi Street ,"",Kaikohe,PO Box 513,"",Kaikohe,0440,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Raro,Far North District,Northland Region,Whangarei Office,Tai Tokerau,Northland,Te Tai Tokerau,103501,Kaikohe,Kaikohe-Hokianga General Ward,"","",-35.399996,173.803359,No,524,2025-04-01T00:00:00,227,21,225,17,2,0,0,0,1.84,All students taught in te reo Māori,No,No,Open,1992-01-26T00:00:00
1569,432,KingsWay School,09-4270900,09-4270919,"",Graeme Budler,http://www.kingsway.school.nz,100 Jelas Road ,"",Red Beach,PO Box 54,"",Red Beach,0945,Large urban area,Composite,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Raro,Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,113600,Kingsway,Albany Ward,99210,Ki Atua hei te Kororia Kāhui Ako,-36.605641,174.683043,No,390,2025-04-01T00:00:00,1997,1033,61,22,740,165,27,76,0.49,All students taught in English,No,Yes,Open,1986-09-08T00:00:00
1570,43,Massey High School,09-8310500,09-8339200,office@masseyhigh.school.nz,Alastair Fairley,http://www.masseyhigh.school.nz/,274 Don Buck Road ,Massey,Auckland,274 Don Buck Road,Massey,Waitakere,0614,Major urban area,Secondary (Year 9-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121701,Massey West,Waitākere Ward,99125,Te Kāhui Ako o Tiriwā,-36.841880,174.601693,Yes,487,2025-04-01T00:00:00,2089,759,471,588,453,71,9,30,0.35,All students taught in English,No,No,Open,1969-02-01T00:00:00
1571,439,Totara College of Accelerated Learning,06-3746165,06-3746170,office@totaracollege.school.nz,Deborah Max,https://www.totaracollege.school.nz,3 Ruahine Street ,"",Dannevirke,PO Box 152,"",Dannevirke,4942,Small urban area,Composite,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233200,Dannevirke West,North Tararua General Ward,99164,Lower North Island Christian Community of Learning,-40.190155,176.111442,No,497,2025-04-01T00:00:00,75,59,21,5,4,4,0,0,0.91,All students taught in English,No,No,Open,1978-05-22T00:00:00
1572,443,Hastings Christian School,06-8786696,06-8789539,office@hcs.school.nz,Gavin Clark,http://www.hcs.school.nz,1009 Copeland Road ,Akina,Hastings,1009 Copeland Road,Akina,Hastings,4122,Large urban area,Composite,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,211000,Parkhaven,Heretaunga General Ward,99164,Lower North Island Christian Community of Learning,-39.658526,176.845189,Yes,427,2025-04-01T00:00:00,325,254,38,14,26,30,2,0,0.07,All students taught in English,No,No,Open,1997-07-21T00:00:00
1573,463,TKK Motuhake o Tawhiuau,07-3665817,07-3665990,tawhiuau.kura@tawhiuau.school.nz,Vivienne Higgins (Acting),http://www.tawhiuau.school.nz,43 Miro Drive ,"",Murupara,PO Box 56,"",Murupara,3062,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Ngā Kura ā Iwi o Aotearoa Inc,Te Tai Whenua,Whakatane District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,203600,Murupara,Te Urewera General Ward,"","",-38.460994,176.709270,No,550,2025-04-01T00:00:00,85,5,85,1,0,0,0,0,1.47,All students taught in te reo Māori,No,No,Open,2000-07-17T00:00:00
1574,4034,Waianiwa School,03-2352858,"",office@waianiwa.school.nz,Cinnamon Levett,http://www.waianiwa.school.nz/,244 Argyle Otahuti Road ,"",Waianiwa,244 Argyle Otahuti Road RD 4,"",Invercargill,9874,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Southland District,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,358900,Wallacetown,Oreti Ward,"","",-46.296381,168.252395,No,435,2025-04-01T00:00:00,55,20,5,2,32,0,0,0,1.14,All students taught in English,No,No,Open,1863-05-01T00:00:00
1575,4037,Waikaka School,03-2072887,03-2072887,office@waikaka.school.nz,Nicola Miller,http://waikaka.school.nz ,22 Matheson Road ,"",Gore,22 Matheson Road RD 5,"",Gore,9775,Rural other,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Runga,Gore District,Southland Region,Invercargill Office,"Otago, Southland",Southland,Te Tai Tonga,359600,Waikaka,Waikaka Ward,99144,Pomahaka Kāhui Ako,-45.926370,169.017531,No,427,2025-04-01T00:00:00,68,66,5,1,2,0,0,0,1.68,All students taught in English,No,No,Open,1883-01-26T00:00:00
1576,4122,Nelson College (Prep Dept),03-5483099,03-5466932,excellence@nelsoncollege.school.nz,Richard Nott,http://www.nelsoncollege.school.nz,Waimea Road ,"",Nelson,Private Bag 16,Nelson Mail Centre,Nelson,7042,Large urban area,Intermediate,"",Private : Fully Registered,Not applicable,Boys School,"",Te Tai Runga,Nelson City,Nelson Region,Nelson Office,"Nelson, Marlborough, West Coast",Nelson,Te Tai Tonga,305600,Grampians,Central General Ward,"","",-41.285794,173.275723,No,not applicable,2025-04-01T00:00:00,94,89,8,1,4,3,0,2,not applicable,All students taught in English,No,No,Open,1858-11-17T00:00:00
1577,4125,Southcity Christian School,07-8433258,"",office@southcity.school.nz,Anna McKenna Pieterse,http://www.southcity.school.nz,137 Collins Road ,Glenview,Hamilton,PO Box 16154,Urlich,Hamilton,3245,Rural other,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,Waipa District,Waikato Region,Hamilton Office,Waikato,Taranaki-King Country,Hauraki-Waikato,181600,Lake Cameron,Pirongia-Kakepuku General Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.821909,175.268758,No,382,2025-04-01T00:00:00,211,54,19,5,141,12,2,0,0.14,All students taught in English,No,No,Open,1978-08-01T00:00:00
1578,4131,St John's Girls' School (Invercargill),03-2187759,"","",Nathan Hughes,http://www.stjohnsgirls.school.nz/,349 Dee Street ,"",Invercargill,349 Dee Street,Avenal,Invercargill,9810,Large urban area,Full Primary,"",State : Integrated,Donations may be requested,Girls School,"",Te Tai Runga,Invercargill City,Southland Region,Invercargill Office,"Otago, Southland",Invercargill,Te Tai Tonga,361300,Avenal,Area Outside Ward,99147,Special Character Invercargill Community of Learning,-46.398542,168.347753,Yes,410,2025-04-01T00:00:00,130,122,18,2,2,1,0,0,0.81,All students taught in English,No,No,Open,1917-11-12T00:00:00
1579,4141,Southwell School,07-855 2089,07-8559023,office@southwell.school.nz,Jason Speedy,http://www.southwell.school.nz,200 Peachgrove Road ,Claudelands,Hamilton,PO Box 14015,Five Cross Roads,Hamilton,3252,Major urban area,Full Primary,"",Private : Fully Registered,Not applicable,Co-Educational,"",Te Tai Whenua,Hamilton City,Waikato Region,Hamilton Office,Waikato,Hamilton East,Hauraki-Waikato,179600,Peachgrove,East General Ward,"","",-37.774864,175.297033,No,not applicable,2025-04-01T00:00:00,642,434,63,17,198,18,0,2,not applicable,All students taught in English,Yes,No,Open,1911-01-26T00:00:00
1580,4147,Waihi School,03-6878014,03-6158118,admin@waihi.school.nz,Allan Short,http://www.waihi.school.nz,611 Temuka-Orari Highway ,"",Temuka,611 Temuka-Orari Highway RD 26,"",Temuka,7986,Rural other,Full Primary,"",Private : Fully Registered,Not applicable,Co-Educational,"",Te Tai Runga,Timaru District,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Rangitata,Te Tai Tonga,339002,Rangitata,Geraldine Ward,"","",-44.173004,171.282590,No,not applicable,2025-04-01T00:00:00,117,113,8,0,1,0,0,0,not applicable,All students taught in English,Yes,No,Open,1907-01-26T00:00:00
1581,4160,TKKM o Te Atihaunui-A-Paparangi,06-3471653,06-3471843,office@teatihau.school.nz,Betty-Joe Wiari,http://www.teatihau.school.nz,25 Anaua Street ,Putiki,Whanganui,25 Anaua Street,Putiki,Whanganui,4500,Large urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,Te Rūnanga nui o ngā Kura Kaupapa Māori o Aotearoa,Te Tai Whenua,Whanganui District,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Whanganui,Te Tai Hauāuru,226000,Putiki,Area Outside Ward,99170,Te Hononga Kāhui Kura - Kāhui Ako,-39.946844,175.049331,No,504,2025-04-01T00:00:00,124,31,124,9,0,0,3,0,0.32,All students taught in te reo Māori,No,No,Open,1991-01-28T00:00:00
1582,419,Rudolf Steiner School (Chch),03-3370514,03-3370515,admin@ch.steiner.school.nz,Paul Kennedy,http://www.ch.steiner.school.nz,19 Ombersley Terrace ,Opawa,Christchurch,PO Box 19944,Woolston,Christchurch,8241,Major urban area,Composite,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Runga,Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Christchurch Central,Te Tai Tonga,330900,Opawa,Heathcote Ward,99110,Steiner Waldorf Community of Learning,-43.560087,172.659135,No,410,2025-04-01T00:00:00,289,261,41,5,29,10,6,0,0.16,All students taught in English,No,No,Open,1974-04-21T00:00:00
1583,429,Excellere College,09-4352458,09-4350458,office@excellerecollege.school.nz,Andy Mouat,http://www.excellerecollege.school.nz,39 Great North Road ,Kamo,Whangarei,PO Box 4237,Kamo,Whangarei,0141,Large urban area,Composite,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Raro,Whangarei District,Northland Region,Whangarei Office,Tai Tokerau,Whangārei,Te Tai Tokerau,105500,Kamo West,Whangārei Urban General Ward,99182,Te Tai Raki Whangarei Kāhui Ako,-35.669702,174.298573,No,454,2025-04-01T00:00:00,331,243,69,13,46,23,7,2,0.73,All students taught in English,No,Yes,Open,1980-01-26T00:00:00
1584,2843,Fernridge School,06-3786535,06-3787483,office@fernridge.school.nz,Janine Devenport, http://www.fernridge.school.nz,264 Upper Plain Road ,"",Masterton,264 Upper Plain Road RD 8,"",Masterton,5888,Rural other,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,255401,Upper Plain,Masterton/Whakaoriori General Ward,99204,Whakaoriori Kāhui Ako,-40.933595,175.615935,Yes,445,2025-04-01T00:00:00,202,160,72,9,10,0,1,0,0.98,All students taught in English,No,No,Open,1866-02-01T00:00:00
1585,2852,Hampton Hill School,04-2326509,"",office@hamptonhill.school.nz,Claire Hughes,http://hamptonhill.school.nz,Rimu Street ,Tawa,Wellington,Rimu Street,Tawa,Wellington,5028,Major urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Hauāuru,247600,Tawa North,Takapū/Northern General Ward,99114,Tawa Kāhui Ako,-41.166068,174.822493,Yes,429,2025-04-01T00:00:00,127,71,28,30,31,6,0,0,0.14,All students taught in English,No,No,Open,1965-01-26T00:00:00
1586,287,Queen Charlotte College,03-5736558,03-5736559,admin@qcc.school.nz,Brendon Carroll,http://www.qcc.school.nz,173 Waikawa Road ,"",Picton,173 Waikawa Road,"",Picton,7220,Small urban area,Secondary (Year 7-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,306701,Waikawa (Marlborough District),Marlborough Sounds General Ward,99004,Te Wheke Akoranga Marlborough Sounds Kāhui Ako,-41.279741,174.023150,Yes,490,2025-04-01T00:00:00,396,265,203,23,17,4,3,2,1.02,All students taught in English,No,No,Open,1965-02-02T00:00:00
1587,2874,Karori Normal School,04-4767209,04-4767236,office@kns.school.nz,Caro Wills,http://www.kns.school.nz,Donald Street ,Karori,Wellington,Donald Street,Karori,Wellington,6012,Major urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250600,Karori East,Wharangi/Onslow-Western General Ward,99213,Te Kāhui Ako o Te Whanganui-a-Tara,-41.284073,174.741874,Yes,354,2025-04-01T00:00:00,600,429,14,15,155,34,5,0,0.16,All students taught in English,No,No,Open,1858-11-17T00:00:00
1588,2896,Manakau School,06-3626791,06-3626082,office@manakau.school.nz,Andrea Boon,http://www.manakau.school.nz,Mokena Kohere Street ,Manakau,Levin,Counter Delivery,Manakau Postcentre,Manakau,5541,Rural settlement,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234801,Ōhau-Manakau,Waiopehu General Ward,99058,Taitoko Kāhui Ako,-40.713712,175.217885,Yes,454,2025-04-01T00:00:00,96,80,21,2,2,6,0,0,0.59,All students taught in English,No,No,Open,1888-02-01T00:00:00
1589,2903,Maraeroa School,04-2376707,04-2376155,office@maraeroa.school.nz,Michelle Pilcher,http://www.maraeroa.school.nz,47 Driver Crescent ,Porirua East,Porirua,47 Driver Crescent,Cannons Creek,Porirua,5024,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,241000,Cannons Creek East,Onepoto General Ward,99074,Porirua East Community of Learning,-41.140694,174.872227,No,517,2025-04-01T00:00:00,142,16,57,102,12,4,0,0,0.12,Some students taught in te reo Māori,No,No,Open,1970-02-06T00:00:00
1590,2904,Holy Cross School (Miramar),04-3887189,04-3882181,administration@hcm.school.nz,Tala Moemai,http://www.hcm.school.nz,2 Athens Street ,Miramar,Wellington,2 Athens Street,Miramar,Wellington,6022,Major urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,254800,Miramar East,Motukairangi/Eastern General Ward,99172,Wellington Catholic Kāhui Ako,-41.317091,174.820050,No,421,2025-04-01T00:00:00,165,65,25,47,36,30,2,0,0.20,All students taught in English,No,No,Open,1932-01-26T00:00:00
1591,2911,Mauriceville School,06-3725800,06-3725802,office@mauriceville.school.nz,Megan Roberts,"",1378 Opaki Kaiparoro Road ,"",Mauriceville,1378 Opaki Kaiparoro Road RD 2,"",Masterton,5882,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,255300,Kopuaranga,Masterton/Whakaoriori General Ward,99204,Whakaoriori Kāhui Ako,-40.775214,175.702162,No,518,2025-04-01T00:00:00,8,8,2,0,0,0,0,0,1.12,All students taught in English,No,No,Open,1887-04-01T00:00:00
1592,2939,Otaki School,06-3648704,06-3648710,admin@otaki.school.nz,Rauru Walker,http://www.otaki.school.nz,Mill Road ,"",Ōtaki,Mill Road,"",Ōtaki,5512,Small urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Kapiti Coast District,Wellington Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,236500,Ōtaki,Ōtaki Ward,99140,Te Kāhui Tokotoko o Ōtaki,-40.755141,175.144199,No,527,2025-04-01T00:00:00,186,58,169,20,8,2,1,0,0.46,Some students taught in te reo Māori,No,No,Open,1881-01-26T00:00:00
1593,2943,Oxford Crescent School,04-5285843,04-5286842,office.assistant@oxfordcres.school.nz,Nathan Russell,http://www.oxfordcres.school.nz/,5 Oxford Crescent ,Upper Hutt CBD,Upper Hutt,5 Oxford Crescent,Ebdentown,Upper Hutt,5018,Large urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,242400,Ebdentown,Area Outside Ward,"","",-41.118985,175.075080,No,448,2025-04-01T00:00:00,353,253,82,27,38,19,0,0,0.04,All students taught in English,No,No,Open,1953-01-26T00:00:00
1594,2945,Pahiatua School,06-3768205,06-3768716,office@pahiatua.school.nz,David Jackson,http://www.pahiatua.school.nz,21 Albert Street ,"",Pahiatua,21 Albert Street,"",Pahiatua,4910,Small urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,233600,Pahiatua,South Tararua General Ward,99071,Tararua Kāhui Ako,-40.451536,175.839089,Yes,477,2025-04-01T00:00:00,337,282,116,22,20,2,1,0,0.69,All students taught in English,No,No,Open,1953-09-28T00:00:00
1595,2965,Poroutawhao School,06-3686015,06-368 6017,office@poroutawhao.school.nz,Jacqui Coogan,http://www.poroutawhao.school.nz,796 State Highway 1 ,"",Levin,796 State Highway 1 RD 12,"",Levin,5572,Rural other,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Horowhenua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Ōtaki,Te Tai Hauāuru,234400,Waitarere,Waiopehu General Ward,99058,Taitoko Kāhui Ako,-40.552710,175.270620,Yes,467,2025-04-01T00:00:00,97,74,35,9,7,2,0,0,0.71,All students taught in English,No,No,Open,1924-01-26T00:00:00
1596,2966,Postgate School,04-2359358,04-2359232,admin@postgate.school.nz,Adam Campbell,http://www.postgate.school.nz,Staithes Drive North ,Whitby,Porirua,Staithes Drive North,Whitby,Porirua,5024,Large urban area,Full Primary,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,240201,Postgate,Pāuatahanui General Ward,99068,North Porirua Community of Learning,-41.112681,174.880045,Yes,465,2025-04-01T00:00:00,298,149,89,151,31,10,1,0,0.18,All students taught in English,No,No,Open,1981-02-01T00:00:00
1597,2980,Te Kura o Tawatawa - Ridgway School,04-9398771,04-9398773,office@ridgway.school.nz,Sarah Patterson,http://www.ridgway.school.nz/,Mornington Road ,Brooklyn,Wellington,Mornington Road,Brooklyn,Wellington,6021,Major urban area,Full Primary,"",State,Donations may be requested,Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,252800,Kingston-Mornington-Vogeltown,Paekawakawa/Southern General Ward,99171,Capital City Kāhui Ako,-41.315749,174.764465,Yes,380,2025-04-01T00:00:00,211,167,21,13,36,10,2,0,0.13,All students taught in English,No,No,Open,1929-10-01T00:00:00
1598,2985,Sacred Heart Cathedral School,04-4724047,04-4993828,"",Bernadette Murfitt,http://sacred-heart.school.nz,Guilford Terrace ,Thorndon,Wellington,Guilford Terrace,Thorndon,Wellington,6011,Major urban area,Full Primary,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,250902,Thorndon South,Pukehīnau/Lambton General Ward,99172,Wellington Catholic Kāhui Ako,-41.275814,174.775730,No,377,2025-04-01T00:00:00,214,101,13,42,93,12,0,0,0.05,All students taught in English,No,No,Open,1899-01-26T00:00:00
1599,2991,Solway School,06-3774850,06-3774837,office@solway.school.nz,Hannah Doherty (Acting),http://www.solway.school.nz/,318 Ngaumutawa Road ,Solway,Masterton,318 Ngaumutawa Road,Solway,Masterton,5810,Medium urban area,Contributing,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Masterton District,Wellington Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,256200,Solway South,Masterton/Whakaoriori General Ward,99204,Whakaoriori Kāhui Ako,-40.960548,175.612664,Yes,462,2025-04-01T00:00:00,211,155,70,12,11,3,0,0,0.90,All students taught in English,No,No,Open,1918-02-05T00:00:00
1600,2994,South Wellington Intermediate,04-9399872,04-9399870,office@swis.school.nz,Toby Stokes,http://www.swis.school.nz,30 Waripori Street ,Newtown,Wellington,30 Waripori Street,Berhampore,Wellington,6023,Major urban area,Intermediate,"",State,Donations may be requested,Co-Educational,"",Te Tai Runga,Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,253000,Newtown West,Paekawakawa/Southern General Ward,99171,Capital City Kāhui Ako,-41.318187,174.780255,No,396,2025-04-01T00:00:00,375,263,66,35,52,35,8,0,0.15,All students taught in English,No,No,Open,1896-01-26T00:00:00
1601,3004,St Brendan's School (Heretaunga),04-9391909,04-9391907,office@stbrendans.school.nz,Veronica Sawers,http://www.stbrendans.school.nz/,56 Palmer Crescent ,Heretaunga,Upper Hutt,56 Palmer Crescent,Silverstream,Upper Hutt,5019,Large urban area,Full Primary,"",State : Integrated,Donations may be requested,Co-Educational,"",Te Tai Runga,Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,241400,Heretaunga,Area Outside Ward,"","",-41.139254,175.031800,No,392,2025-04-01T00:00:00,264,154,25,28,92,8,3,0,0.12,All students taught in English,No,No,Open,1961-01-26T00:00:00
1602,3012,St Mary's School (Blenheim),03-5789494,03-5789804,office@stmb.school.nz,Bridget Comer,https://stmb.school.nz/,3 Stephenson Street ,"",Blenheim,3 Stephenson Street,"",Blenheim,7201,Medium urban area,Full Primary,"",State : Integrated,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Marlborough District,Marlborough Region,Nelson Office,"Nelson, Marlborough, West Coast",Kaikōura,Te Tai Tonga,308100,Whitney East,Blenheim General Ward,99006,Piritahi Kāhui Ako,-41.517618,173.952782,No,440,2025-04-01T00:00:00,167,62,29,28,79,3,1,0,0.45,All students taught in English,No,No,Open,1973-01-26T00:00:00
1603,494,Putāruru College,07-883 8323,07-8838354,office@putarurucollege.school.nz,Rob Rogers,http://www.putarurucollege.school.nz,Junction Street ,"",Putaruru,PO Box 210,"",Putaruru,3443,Small urban area,Secondary (Year 7-15),"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Whenua,South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,186000,Putāruru,Putāruru Ward,99076,Putaruru Community of Learning,-38.040160,175.786837,Yes,516,2025-04-01T00:00:00,440,243,208,20,27,6,1,0,0.89,All students taught in English,No,No,Open,2004-01-01T00:00:00
1604,496,Reefton Area School,03-7328421,03-7328777,office@ras.school.nz,Yvonne Catherwood,http://www.ras.school.nz/,10 Victory Street ,"",Reefton,10 Victory Street,"",Reefton,7830,Small urban area,Composite,"",State,"Donations should not be requested, unless for a school camp",Co-Educational,"",Te Tai Runga,Buller District,West Coast Region,Nelson Office,"Nelson, Marlborough, West Coast",West Coast-Tasman,Te Tai Tonga,309800,Reefton,Inangahua Ward,99023,TOSI Area Schools Community of Learning,-42.115241,171.860874,No,509,2025-04-01T00:00:00,169,129,36,2,12,4,1,0,3.24,All students taught in English,No,No,Open,2004-01-01T00:00:00
